Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect
cons,7299642,4,4,0,1,cons,1
surplus,7299526,7,5,2,2,sur plus,0
elder,7299470,5,4,1,1,elder,0
sonic,7298920,5,5,0,2,son ic,1
obituaries,7294410,10,9,1,3,ob itu aries,0
cheers,7293284,6,5,1,2,che ers,1
dig,7292787,3,3,0,1,dig,1
taxi,7292568,4,4,0,2,tax i,1
punishment,7292386,10,9,1,2,pun ishment,1
appreciation,7290884,12,9,3,3,app rec iation,0
subsequently,7290235,12,9,3,2,sub sequently,0
om,7287650,2,2,0,1,om,1
belarus,7286372,7,7,0,2,bel arus,1
nat,7285471,3,3,0,1,nat,1
zoning,7285410,6,5,1,2,z oning,1
gravity,7285163,7,7,0,1,gravity,1
providence,7284693,10,9,1,2,pro vidence,1
thumb,7284386,5,5,0,1,thumb,1
restriction,7282015,11,8,3,1,restriction,0
incorporate,7280657,11,9,2,3,inc orpor ate,0
backgrounds,7280105,11,11,0,2,background s,1
treasurer,7279010,9,6,3,2,tre asurer,0
guitars,7278585,7,7,0,3,g uit ars,1
essence,7275414,7,4,3,2,ess ence,1
flooring,7275214,8,7,1,2,floor ing,0
lightweight,7274935,11,7,4,2,light weight,0
ethiopia,7273849,8,7,1,3,eth i opia,1
tp,7269514,2,2,0,1,tp,1
mighty,7268735,6,6,0,1,mighty,1
athletes,7268360,8,6,2,2,ath letes,0
humanity,7267430,8,8,0,2,human ity,0
transcription,7265470,13,9,4,2,trans cription,0
jm,7262550,2,2,0,1,jm,1
holmes,7262057,6,6,0,2,hol mes,1
complications,7261846,13,10,3,2,comp lications,0
scholars,7260315,8,7,1,2,sch olars,1
dpi,7260183,3,3,0,1,dpi,1
scripting,7259780,9,8,1,2,script ing,0
gis,7259718,3,3,0,1,gis,0
remembered,7259499,10,5,5,2,remember ed,0
galaxy,7256361,6,5,1,2,gal axy,1
chester,7255961,7,6,1,1,chester,0
snapshot,7254276,8,7,1,1,snapshot,0
caring,7253663,6,6,0,2,c aring,1
loc,7253484,3,3,0,1,loc,1
worn,7252925,4,4,0,2,w orn,1
synthetic,7252923,9,8,1,2,syn thetic,1
shaw,7250288,4,4,0,1,shaw,1
vp,7249918,2,2,0,1,vp,1
segments,7249885,8,6,2,1,segments,0
testament,7246471,9,6,3,2,test ament,0
expo,7246083,4,4,0,1,expo,1
dominant,7245256,8,7,1,2,dom inant,1
twist,7240854,5,4,1,2,tw ist,1
specifics,7239904,9,6,3,2,specific s,0
itunes,7239599,6,6,0,1,itunes,0
stomach,7234044,7,7,0,3,st om ach,1
partially,7231835,9,7,2,2,part ially,0
buried,7228389,6,6,0,2,bur ied,1
cn,7226864,2,2,0,1,cn,1
newbie,7225056,6,5,1,2,new bie,1
minimize,7223673,8,5,3,2,min imize,0
darwin,7222807,6,6,0,1,darwin,1
ranks,7222499,5,5,0,2,r anks,0
wilderness,7222440,10,8,2,2,wild erness,0
debut,7220643,5,5,0,2,de but,1
generations,7219639,11,9,2,2,gener ations,1
tournaments,7217017,11,9,2,2,t ournaments,1
bradley,7214373,7,7,0,3,br ad ley,1
deny,7211272,4,4,0,1,deny,1
anatomy,7210406,7,6,1,2,an atomy,0
bali,7209040,4,4,0,2,b ali,1
judy,7208668,4,4,0,2,j udy,1
sponsorship,7207314,11,7,4,2,sponsor ship,0
headphones,7203965,10,8,2,2,head phones,0
fraction,7201835,8,8,0,1,fraction,0
trio,7201758,4,4,0,2,tr io,1
proceeding,7201235,10,9,1,3,pro ceed ing,0
cube,7200844,4,4,0,1,cube,1
defects,7197744,7,6,1,3,def ect s,0
volkswagen,7193665,10,10,0,3,vol k swagen,1
uncertainty,7193641,11,9,2,2,unc ertainty,0
breakdown,7193446,9,9,0,2,break down,0
milton,7192953,6,6,0,2,m ilton,1
marker,7192496,6,5,1,1,marker,1
reconstruction,7192366,14,9,5,2,re construction,0
subsidiary,7192144,10,8,2,3,subs idi ary,0
strengths,7191478,9,7,2,2,strength s,1
clarity,7190446,7,7,0,2,cl arity,1
rugs,7190103,4,4,0,2,r ugs,1
sandra,7188116,6,5,1,2,s andra,1
adelaide,7187486,8,5,3,2,ad elaide,0
encouraging,7187031,11,9,2,3,enc our aging,0
furnished,7186113,9,9,0,2,f urnished,1
monaco,7185303,6,5,1,2,mon aco,1
settled,7183409,7,5,2,2,sett led,1
folding,7182520,7,7,0,2,f olding,1
emirates,7182004,8,7,1,2,em irates,1
terrorists,7179253,10,6,4,2,terror ists,0
airfare,7179198,7,5,2,2,air fare,1
comparisons,7177121,11,9,2,3,com par isons,0
beneficial,7174133,10,8,2,2,benef icial,1
distributions,7172968,13,9,4,2,d istributions,0
vaccine,7172504,7,6,1,2,v accine,1
belize,7170798,6,5,1,2,bel ize,1
crap,7169097,4,4,0,1,crap,1
fate,7163528,4,4,0,2,f ate,1
viewpicture,7163233,11,9,2,2,view picture,0
promised,7162874,8,8,0,2,prom ised,1
volvo,7162635,5,3,2,2,vol vo,0
penny,7162062,5,4,1,2,p enny,1
robust,7162001,6,6,0,2,rob ust,1
bookings,7160959,8,7,1,2,book ings,1
threatened,7160212,10,7,3,2,threat ened,0
minolta,7160032,7,7,0,2,min olta,1
republicans,7158782,11,11,0,3,re public ans,0
discusses,7157257,9,6,3,2,disc usses,0
gui,7157010,3,3,0,1,gui,1
porter,7153875,6,5,1,1,porter,0
gras,7152151,4,4,0,2,gr as,1
jungle,7151430,6,6,0,2,j ungle,1
ver,7150746,3,3,0,1,ver,1
rn,7150230,2,2,0,1,rn,1
responded,7149431,9,7,2,2,respond ed,0
rim,7148785,3,3,0,1,rim,1
abstracts,7148233,9,6,3,2,abstract s,1
zen,7146814,3,3,0,1,zen,1
ivory,7146685,5,5,0,2,iv ory,1
alpine,7144035,6,6,0,2,al pine,1
dis,7141885,3,3,0,1,dis,1
prediction,7141450,10,9,1,1,prediction,0
pharmaceuticals,7139704,15,12,3,4,ph arm aceutical s,0
andale,7136201,6,5,1,2,and ale,1
fabulous,7135769,8,7,1,2,fab ulous,0
remix,7132676,5,5,0,2,rem ix,1
alias,7132147,5,4,1,1,alias,0
thesaurus,7130215,9,7,2,2,thes aurus,0
individually,7129413,12,8,4,3,ind ivid ually,0
battlefield,7124495,11,8,3,2,battle field,0
literally,7123178,9,7,2,2,liter ally,0
newer,7122879,5,4,1,2,new er,1
kay,7122340,3,3,0,2,k ay,1
ecological,7120322,10,7,3,2,ec ological,0
spice,7120274,5,5,0,2,sp ice,1
oval,7119163,4,4,0,1,oval,1
implies,7118895,7,6,1,2,impl ies,0
cg,7118113,2,2,0,1,cg,1
soma,7116175,4,4,0,2,s oma,1
ser,7114069,3,3,0,1,ser,1
cooler,7113822,6,5,1,2,co oler,1
appraisal,7113257,9,6,3,3,ap pr aisal,0
consisting,7112172,10,7,3,2,cons isting,0
maritime,7110338,8,6,2,2,mar itime,0
periodic,7109279,8,7,1,2,period ic,0
submitting,7109263,10,8,2,2,submit ting,0
overhead,7109005,8,7,1,2,over head,1
ascii,7108409,5,4,1,1,ascii,0
prospect,7104679,8,7,1,2,pro spect,0
shipment,7101837,8,8,0,1,shipment,1
breeding,7099543,8,7,1,2,bre eding,0
citations,7098366,9,7,2,2,c itations,0
geographical,7097027,12,10,2,2,ge ographical,0
donor,7096675,5,4,1,2,don or,1
mozambique,7096287,10,9,1,2,moz ambique,0
tension,7095608,7,6,1,2,t ension,1
href,7095087,4,4,0,1,href,1
benz,7094855,4,4,0,2,ben z,1
trash,7092806,5,5,0,1,trash,1
shapes,7092073,6,5,1,1,shapes,0
wifi,7092027,4,3,1,1,wifi,1
tier,7089353,4,4,0,1,tier,1
fwd,7086252,3,3,0,2,f wd,1
earl,7084976,4,4,0,2,ear l,1
manor,7084688,5,5,0,2,man or,0
envelope,7082265,8,6,2,2,en velope,0
diane,7081367,5,5,0,2,d iane,1
homeland,7078337,8,8,0,2,hom eland,1
disclaimers,7074734,11,9,2,3,dis claim ers,0
championships,7072912,13,9,4,3,ch ampionship s,0
excluded,7071343,8,6,2,2,ex cluded,0
andrea,7068627,6,5,1,2,and rea,1
breeds,7068459,6,5,1,2,bre eds,0
rapids,7068412,6,6,0,2,rap ids,1
disco,7067687,5,5,0,2,dis co,1
sheffield,7065072,9,7,2,2,she ffield,0
bailey,7064210,6,6,0,2,ba iley,1
aus,7063525,3,3,0,1,aus,1
endif,7063258,5,5,0,1,endif,1
finishing,7061480,9,6,3,2,fin ishing,0
emotions,7060789,8,7,1,2,em otions,0
wellington,7059665,10,8,2,2,well ington,0
incoming,7058840,8,6,2,1,incoming,0
prospects,7058609,9,7,2,3,pro s pects,0
lexmark,7057573,7,7,0,2,lex mark,1
cleaners,7057391,8,7,1,2,clean ers,0
bulgarian,7056806,9,8,1,3,bul g arian,1
hwy,7052767,3,3,0,2,h wy,1
eternal,7051757,7,6,1,2,et ernal,0
cashiers,7050805,8,7,1,2,cash iers,0
guam,7048764,4,4,0,2,gu am,1
cite,7045823,4,4,0,1,cite,1
aboriginal,7042822,10,8,2,2,abor iginal,1
remarkable,7042042,10,7,3,2,remark able,1
rotation,7041716,8,6,2,1,rotation,0
nam,7037733,3,3,0,1,nam,1
preventing,7037005,10,8,2,2,pre venting,0
productive,7036132,10,10,0,1,productive,1
boulevard,7036096,9,9,0,3,b ou levard,1
eugene,7035647,6,4,2,3,e ug ene,0
ix,7031195,2,2,0,1,ix,1
gdp,7029981,3,3,0,2,g dp,1
pig,7028841,3,3,0,1,pig,1
metric,7027911,6,6,0,1,metric,1
compliant,7025769,9,9,0,2,com pliant,1
minus,7025364,5,5,0,1,minus,1
penalties,7023725,9,8,1,2,pen alties,1
bennett,7021418,7,4,3,3,b enn ett,1
imagination,7019006,11,7,4,2,im agination,0
hotmail,7018682,7,7,0,1,hotmail,1
refurbished,7018259,11,9,2,3,ref urb ished,0
joshua,7018211,6,6,0,3,j osh ua,1
armenia,7014638,7,6,1,2,arm enia,1
varied,7013799,6,6,0,2,var ied,1
grande,7012300,6,6,0,2,gr ande,1
closest,7011109,7,6,1,1,closest,0
activated,7010205,9,7,2,1,activated,1
actress,7010056,7,6,1,2,act ress,1
mess,7008727,4,3,1,1,mess,1
conferencing,7008203,12,8,4,3,con fer encing,0
assign,7007787,6,5,1,1,assign,0
armstrong,7006855,9,8,1,2,arm strong,1
politicians,7005074,11,9,2,2,polit icians,0
trackbacks,7004496,10,7,3,2,track backs,0
lit,7003064,3,3,0,1,lit,1
accommodate,7002915,11,7,4,3,accom mod ate,0
tigers,7001213,6,6,0,2,t igers,1
aurora,7000546,6,4,2,2,aur ora,1
una,6999910,3,3,0,1,una,1
slides,6999875,6,5,1,1,slides,0
milan,6999311,5,5,0,2,mil an,1
premiere,6998633,8,5,3,3,pre mi ere,0
lender,6998474,6,5,1,2,l ender,0
villages,6997181,8,7,1,3,v ill ages,1
shade,6996835,5,5,0,1,shade,1
chorus,6994116,6,6,0,2,chor us,1
christine,6993943,9,8,1,2,christ ine,0
rhythm,6993833,6,5,1,2,r hythm,0
digit,6991045,5,4,1,1,digit,0
argued,6989831,6,6,0,2,arg ued,1
dietary,6988904,7,7,0,2,diet ary,1
symphony,6988846,8,7,1,2,sym phony,1
clarke,6987535,6,6,0,2,clar ke,1
sudden,6982423,6,5,1,2,s udden,0
accepting,6981678,9,8,1,2,accept ing,0
precipitation,6980701,13,9,4,3,prec ip itation,0
marilyn,6980500,7,7,0,2,mar ilyn,1
lions,6980244,5,5,0,2,l ions,1
findlaw,6978485,7,7,0,2,find law,1
ada,6977809,3,2,1,1,ada,1
pools,6977605,5,4,1,2,p ools,0
tb,6972398,2,2,0,1,tb,1
lyric,6970278,5,5,0,2,ly ric,1
claire,6965584,6,6,0,2,cl aire,1
isolation,6964319,9,7,2,2,is olation,0
speeds,6959553,6,4,2,2,speed s,0
sustained,6959107,9,8,1,3,s ust ained,0
matched,6956828,7,7,0,1,matched,1
approximate,6952889,11,9,2,2,approx imate,0
rope,6947989,4,4,0,2,ro pe,1
carroll,6946701,7,5,2,2,car roll,1
rational,6946029,8,7,1,2,r ational,0
programmer,6945578,10,7,3,2,program mer,0
fighters,6943528,8,8,0,1,fighters,1
chambers,6943275,8,8,0,3,ch am bers,1
dump,6942258,4,4,0,1,dump,1
greetings,6940235,9,7,2,2,g reetings,0
inherited,6938093,9,7,2,2,in herited,0
warming,6936723,7,7,0,2,w arming,0
incomplete,6935973,10,9,1,2,in complete,0
vocals,6935028,6,6,0,3,v oc als,1
chronicle,6933665,9,8,1,2,chron icle,1
fountain,6932099,8,7,1,2,f ountain,1
chubby,6930695,6,5,1,2,ch ubby,0
grave,6929008,5,5,0,1,grave,1
legitimate,6928802,10,7,3,2,leg itimate,0
biographies,6927628,11,10,1,2,bi ographies,0
burner,6925111,6,5,1,2,burn er,1
yrs,6924463,3,3,0,2,y rs,1
foo,6923081,3,2,1,1,foo,1
investigator,6922557,12,10,2,2,invest igator,0
gba,6921458,3,3,0,1,gba,1
plaintiff,6921228,9,7,2,2,plaint iff,1
finnish,6916250,7,5,2,2,fin nish,0
gentle,6913935,6,5,1,2,gent le,1
bm,6912845,2,2,0,1,bm,1
prisoners,6912118,9,7,2,3,pr ison ers,0
deeper,6910132,6,4,2,2,de eper,0
muslims,6910095,7,5,2,3,mus lim s,0
hose,6909109,4,4,0,2,h ose,1
mediterranean,6908392,13,8,5,3,med iterr anean,0
nightlife,6907863,9,8,1,2,night life,0
footage,6907471,7,6,1,2,foot age,1
howto,6907401,5,4,1,2,how to,0
worthy,6907063,6,6,0,1,worthy,1
reveals,6905372,7,6,1,2,reve als,1
architects,6905009,10,8,2,3,arch itect s,0
saints,6904519,6,5,1,3,s aint s,1
entrepreneur,6902698,12,6,6,2,entre preneur,0
carries,6902565,7,6,1,2,car ries,1
sig,6901508,3,3,0,1,sig,1
freelance,6900216,9,7,2,3,fre el ance,0
duo,6898480,3,3,0,2,du o,1
excessive,6897882,9,6,3,2,ex cessive,1
devon,6896016,5,5,0,2,dev on,1
screensaver,6895910,11,7,4,2,screens aver,0
helena,6893327,6,5,1,2,hel ena,1
saves,6892635,5,4,1,2,s aves,0
regarded,6892622,8,5,3,2,reg arded,0
valuation,6892298,9,8,1,1,valuation,0
unexpected,6891123,10,8,2,1,unexpected,0
cigarette,6890707,9,7,2,3,c igaret te,0
fog,6889832,3,3,0,2,f og,1
characteristic,6889575,14,8,6,2,character istic,0
marion,6889564,6,6,0,2,mar ion,1
lobby,6887477,5,4,1,1,lobby,1
egyptian,6886505,8,8,0,4,eg y pt ian,1
tunisia,6884276,7,6,1,3,t un isia,0
metallica,6880755,9,7,2,2,metal lica,1
outlined,6879767,8,8,0,1,outlined,1
consequently,6878129,12,10,2,2,con sequently,0
headline,6877614,8,7,1,1,headline,1
treating,6876896,8,7,1,2,tre ating,1
punch,6872844,5,5,0,2,p unch,1
appointments,6872540,12,9,3,2,appoint ments,0
str,6871657,3,3,0,1,str,0
gotta,6870320,5,4,1,2,g otta,1
cowboy,6868615,6,5,1,2,cow boy,0
narrative,6865202,9,7,2,3,n arr ative,0
bahrain,6863973,7,6,1,2,b ahrain,1
enormous,6863738,8,7,1,3,en orm ous,0
karma,6862407,5,4,1,2,k arma,1
consist,6861709,7,6,1,2,cons ist,1
betty,6858121,5,4,1,2,bet ty,1
queens,6857915,6,5,1,2,que ens,0
academics,6857856,9,7,2,2,acad emics,0
pubs,6856583,4,4,0,2,pub s,1
quantitative,6856307,12,8,4,2,quant itative,0
shemales,6856195,8,6,2,2,sh emales,0
lucas,6855976,5,5,0,2,l ucas,1
screensavers,6854686,12,7,5,2,screens avers,0
subdivision,6853615,11,8,3,2,sub division,0
tribes,6852777,6,6,0,2,trib es,1
vip,6851845,3,3,0,1,vip,1
defeat,6851628,6,5,1,2,def eat,1
clicks,6850538,6,5,1,2,click s,0
distinction,6847512,11,7,4,2,dist inction,0
honduras,6846795,8,8,0,3,h ond uras,0
naughty,6845743,7,7,0,2,na ughty,1
hazards,6844737,7,6,1,3,h az ards,1
insured,6844376,7,7,0,2,ins ured,1
harper,6843424,6,5,1,2,har per,1
livestock,6843285,9,9,0,3,liv est ock,1
mardi,6842238,5,5,0,2,m ardi,1
exemption,6842211,9,8,1,2,ex emption,1
tenant,6841635,6,4,2,1,tenant,1
sustainability,6841235,14,9,5,2,s ustainability,0
cabinets,6839944,8,8,0,3,c abin ets,1
tattoo,6839828,6,3,3,3,t atto o,0
shake,6839319,5,5,0,1,shake,1
algebra,6837784,7,6,1,2,al gebra,1
shadows,6834963,7,6,1,2,sh adows,0
holly,6834032,5,4,1,2,hol ly,1
formatting,6833739,10,9,1,2,format ting,0
silly,6833654,5,4,1,2,s illy,1
nutritional,6832614,11,8,3,2,nut ritional,0
yea,6831773,3,3,0,2,ye a,1
mercy,6831149,5,5,0,2,mer cy,1
hartford,6827422,8,7,1,2,hart ford,1
freely,6826769,6,5,1,2,fre ely,1
marcus,6825770,6,6,0,2,mar cus,1
sunrise,6825721,7,6,1,2,sun rise,1
wrapping,6825675,8,7,1,2,wr apping,1
mild,6825099,4,4,0,2,m ild,1
fur,6824491,3,3,0,1,fur,1
nicaragua,6823056,9,7,2,3,nic ar agua,0
weblogs,6821124,7,7,0,2,web logs,1
timeline,6819400,8,6,2,1,timeline,0
tar,6815687,3,3,0,1,tar,1
belongs,6811798,7,7,0,1,belongs,1
rj,6809450,2,2,0,2,r j,1
readily,6800893,7,7,0,2,read ily,1
affiliation,6800211,11,7,4,2,aff iliation,0
soc,6796618,3,3,0,1,soc,1
fence,6796605,5,4,1,2,f ence,1
nudist,6796558,6,6,0,3,n ud ist,1
infinite,6795427,8,5,3,2,in finite,0
diana,6795021,5,4,1,2,d iana,1
ensures,6794220,7,5,2,2,ens ures,0
relatives,6790916,9,8,1,2,rel atives,1
lindsay,6788857,7,7,0,2,l indsay,1
clan,6788642,4,4,0,2,cl an,1
legally,6786936,7,5,2,2,leg ally,0
shame,6785296,5,5,0,2,sh ame,1
satisfactory,6785226,12,9,3,3,s atisf actory,0
revolutionary,6784780,13,11,2,2,revolution ary,0
bracelets,6784037,9,8,1,2,brace lets,0
sync,6783321,4,4,0,1,sync,1
civilian,6782491,8,6,2,2,civil ian,1
telephony,6781709,9,8,1,2,tele phony,0
mesa,6780960,4,4,0,2,mes a,1
fatal,6779744,5,4,1,1,fatal,0
remedy,6779161,6,5,1,2,rem edy,0
realtors,6779056,8,7,1,3,re alt ors,1
breathing,6778253,9,9,0,2,bre athing,0
briefly,6777662,7,7,0,2,brief ly,0
thickness,6777013,9,8,1,1,thickness,1
adjustments,6774522,11,9,2,2,adjust ments,0
graphical,6772818,9,8,1,2,graph ical,0
genius,6770764,6,6,0,2,gen ius,1
discussing,6770039,10,7,3,3,disc uss ing,0
aerospace,6769942,9,7,2,3,a eros pace,1
fighter,6769666,7,7,0,1,fighter,1
meaningful,6768984,10,9,1,2,meaning ful,0
flesh,6768724,5,5,0,2,f lesh,1
retreat,6768275,7,4,3,2,ret reat,1
adapted,6767295,7,5,2,2,adapt ed,0
barely,6764292,6,6,0,2,bare ly,1
wherever,6763200,8,5,3,2,where ver,0
estates,6762781,7,4,3,2,est ates,1
rug,6759009,3,3,0,1,rug,1
democrat,6758314,8,8,0,2,dem ocrat,1
borough,6757768,7,6,1,1,borough,1
maintains,6757738,9,6,3,2,maint ains,0
failing,6757353,7,6,1,2,f ailing,0
shortcuts,6755251,9,7,2,2,short cuts,0
ka,6754270,2,2,0,1,ka,1
retained,6752745,8,7,1,2,ret ained,1
voyeurweb,6751740,9,8,1,3,voy eur web,0
pamela,6751640,6,5,1,3,p am ela,1
andrews,6748385,7,7,0,3,and rew s,1
marble,6745255,6,6,0,2,mar ble,1
extending,6744759,9,7,2,2,ext ending,0
jesse,6744751,5,3,2,2,jes se,1
specifies,6744015,9,6,3,2,spec ifies,0
hull,6744002,4,3,1,2,h ull,1
logitech,6743685,8,8,0,2,log itech,1
surrey,6743263,6,5,1,3,s urre y,1
briefing,6737775,8,7,1,2,brief ing,0
belkin,6736236,6,6,0,2,bel kin,1
dem,6736082,3,3,0,1,dem,1
accreditation,6733072,13,9,4,3,ac cred itation,0
wav,6732310,3,3,0,1,wav,1
blackberry,6731784,10,8,2,2,black berry,1
highland,6731053,8,7,1,2,high land,0
meditation,6729371,10,8,2,2,med itation,1
modular,6729139,7,7,0,2,mod ular,1
microphone,6728403,10,9,1,2,micro phone,1
macedonia,6727127,9,8,1,3,m aced onia,1
combining,6724712,9,7,2,2,comb ining,0
brandon,6724445,7,6,1,2,br andon,1
instrumental,6724375,12,10,2,2,instrument al,1
giants,6724177,6,6,0,2,gi ants,1
organizing,6723300,10,7,3,2,organ izing,0
shed,6720397,4,4,0,1,shed,1
balloon,6719614,7,5,2,2,bal loon,1
moderators,6714560,10,8,2,3,mod er ators,0
winston,6712262,7,6,1,2,w inston,1
memo,6710272,4,3,1,1,memo,0
ham,6710254,3,3,0,1,ham,1
solved,6710172,6,6,0,2,s olved,1
tide,6705696,4,4,0,2,t ide,1
kazakhstan,6705621,10,7,3,3,k az akhstan,0
hawaiian,6701194,8,5,3,3,h awai ian,0
standings,6701017,9,7,2,2,stand ings,1
partition,6700658,9,7,2,1,partition,0
invisible,6699963,9,7,2,1,invisible,1
gratuit,6699832,7,6,1,3,gr at uit,0
consoles,6699804,8,6,2,2,con soles,0
funk,6697219,4,4,0,2,f unk,1
fbi,6697183,3,3,0,2,f bi,1
qatar,6695603,5,4,1,2,q atar,1
magnet,6694571,6,6,0,2,m agnet,0
translations,6694010,12,8,4,1,translations,0
porsche,6691885,7,7,0,2,p orsche,1
cayman,6691441,6,5,1,3,c ay man,1
jaguar,6687890,6,5,1,3,j ag uar,1
reel,6687134,4,3,1,2,re el,0
sheer,6684477,5,4,1,2,she er,1
commodity,6684471,9,7,2,2,com modity,0
posing,6683144,6,6,0,1,posing,1
wang,6682155,4,4,0,1,wang,1
kilometers,6677539,10,9,1,2,kil ometers,0
rp,6677416,2,2,0,1,rp,1
bind,6677053,4,4,0,1,bind,1
thanksgiving,6676568,12,9,3,2,thank sgiving,0
rand,6676222,4,4,0,1,rand,1
hopkins,6674368,7,7,0,2,hop kins,1
urgent,6674221,6,6,0,1,urgent,1
guarantees,6674117,10,8,2,4,gu ar ante es,0
infants,6673177,7,6,1,2,inf ants,1
gothic,6673024,6,6,0,2,go thic,1
cylinder,6672412,8,8,0,2,c ylinder,1
witch,6671560,5,5,0,1,witch,1
buck,6669472,4,4,0,2,b uck,1
indication,6667902,10,7,3,2,ind ication,0
eh,6667066,2,2,0,1,eh,1
congratulations,6666777,15,11,4,4,con gr at ulations,0
tba,6666724,3,3,0,2,t ba,1
cohen,6665722,5,5,0,2,co hen,1
sie,6665401,3,3,0,1,sie,1
usgs,6663806,4,3,1,2,us gs,1
puppy,6662287,5,3,2,2,p uppy,0
kathy,6661457,5,5,0,2,k athy,1
acre,6660361,4,4,0,1,acre,1
graphs,6660200,6,6,0,1,graphs,0
surround,6660071,8,6,2,2,sur round,0
cigarettes,6658273,10,8,2,3,c igaret tes,0
revenge,6655322,7,5,2,2,re venge,0
expires,6654690,7,6,1,1,expires,0
enemies,6654467,7,5,2,2,en emies,0
lows,6654240,4,4,0,2,l ows,1
controllers,6652762,11,8,3,1,controllers,0
aqua,6650975,4,3,1,2,a qua,1
chen,6650939,4,4,0,1,chen,1
emma,6649709,4,3,1,1,emma,1
consultancy,6648252,11,9,2,2,consult ancy,1
finances,6647959,8,7,1,2,fin ances,1
accepts,6647640,7,6,1,2,accept s,0
enjoying,6647058,8,7,1,3,en joy ing,1
conventions,6647013,11,8,3,2,con ventions,0
eva,6646235,3,3,0,1,eva,1
patrol,6645446,6,6,0,2,pat rol,1
smell,6642666,5,4,1,2,sm ell,1
pest,6638255,4,4,0,1,pest,1
hc,6636932,2,2,0,1,hc,1
italiano,6635888,8,6,2,2,ital iano,0
coordinates,6635126,11,10,1,1,coordinates,1
rca,6634774,3,3,0,2,r ca,1
fp,6634623,2,2,0,1,fp,1
carnival,6633835,8,7,1,3,c arn ival,1
roughly,6633076,7,7,0,2,rough ly,1
sticker,6632250,7,7,0,2,st icker,1
promises,6632069,8,7,1,2,prom ises,1
responding,6629299,10,9,1,2,respond ing,0
reef,6627185,4,3,1,2,ree f,1
physically,6626169,10,8,2,2,phys ically,0
divide,6625143,6,4,2,1,divide,0
stakeholders,6624570,12,10,2,3,st ake holders,0
hydrocodone,6623055,11,8,3,3,hydro cod one,0
gst,6621639,3,3,0,1,gst,1
consecutive,6620830,11,9,2,2,con secutive,0
cornell,6620754,7,6,1,2,corn ell,1
satin,6620674,5,5,0,2,s atin,1
bon,6619974,3,3,0,1,bon,1
deserve,6619274,7,5,2,2,des erve,0
attempting,6618228,10,8,2,2,attempt ing,0
mailto,6617507,6,6,0,1,mailto,1
promo,6616863,5,4,1,1,promo,0
jj,6616163,2,1,1,1,jj,1
representations,6615452,15,9,6,2,represent ations,0
chan,6612938,4,4,0,1,chan,1
worried,6610456,7,6,1,2,wor ried,1
tunes,6610108,5,5,0,2,t unes,1
garbage,6609450,7,5,2,2,gar bage,0
competing,6608747,9,9,0,2,comp eting,1
combines,6606328,8,8,0,2,comb ines,1
mas,6602100,3,3,0,1,mas,1
beth,6597110,4,4,0,1,beth,1
bradford,6596963,8,6,2,3,br ad ford,0
len,6596651,3,3,0,1,len,1
phrases,6596622,7,6,1,2,ph rases,0
kai,6593897,3,3,0,2,k ai,1
peninsula,6592516,9,8,1,2,pen insula,1
chelsea,6592362,7,6,1,2,ch elsea,0
boring,6590871,6,6,0,2,b oring,1
reynolds,6590765,8,8,0,3,re yn olds,1
dom,6590045,3,3,0,1,dom,1
jill,6589607,4,3,1,2,j ill,1
accurately,6587832,10,8,2,2,accur ately,0
speeches,6587170,8,5,3,2,speech es,0
reaches,6584676,7,6,1,2,re aches,1
schema,6584321,6,6,0,1,schema,1
considers,6583467,9,8,1,2,cons iders,0
sofa,6581358,4,4,0,2,so fa,1
catalogs,6580887,8,7,1,2,catalog s,1
ministries,6578188,10,7,3,3,min ist ries,0
vacancies,6574616,9,7,2,2,vac ancies,0
quizzes,6574487,7,6,1,2,qu izzes,1
parliamentary,6572284,13,10,3,3,par liament ary,0
obj,6572150,3,3,0,1,obj,1
prefix,6571204,6,6,0,1,prefix,1
lucia,6571033,5,5,0,3,l uc ia,1
savannah,6569355,8,5,3,2,sav annah,1
barrel,6568339,6,5,1,2,bar rel,1
typing,6567944,6,6,0,1,typing,0
nerve,6567418,5,4,1,2,ner ve,1
dans,6566589,4,4,0,2,d ans,1
planets,6565548,7,7,0,2,plan ets,0
deficit,6564569,7,6,1,2,def icit,0
boulder,6562262,7,7,0,2,b oulder,1
pointing,6562181,8,6,2,2,point ing,0
renew,6561081,5,4,1,2,re new,1
coupled,6560131,7,7,0,2,cou pled,1
viii,6557928,4,2,2,2,v iii,1
myanmar,6557198,7,5,2,2,my anmar,1
metadata,6557081,8,5,3,1,metadata,0
harold,6554087,6,6,0,2,har old,1
circuits,6553324,8,6,2,2,circ uits,0
floppy,6552141,6,5,1,2,flo ppy,1
texture,6551718,7,5,2,1,texture,1
handbags,6550555,8,7,1,2,hand bags,1
jar,6549211,3,3,0,1,jar,1
ev,6548438,2,2,0,1,ev,1
somerset,6547979,8,6,2,2,som erset,0
incurred,6547035,8,7,1,2,inc urred,1
acknowledge,6546612,11,10,1,2,ack nowledge,0
thoroughly,6545165,10,8,2,3,th orough ly,0
antigua,6542883,7,6,1,2,ant igua,1
nottingham,6542853,10,8,2,2,not tingham,0
thunder,6542703,7,7,0,2,th under,1
tent,6542394,4,3,1,1,tent,1
caution,6542160,7,7,0,2,ca ution,1
