Word,Frequency,Letters_Number,Unique_Letters_number,Difference,GPT4o-mini_IFCorrect,Tokens_Number,Tokens
trustudio,36158,9,7,2,1,2,trust udio
konq,75626,4,4,0,1,2,kon q
nimes,166974,5,5,0,1,2,n imes
yearly,5822036,6,5,1,1,2,year ly
xen,1406658,3,3,0,1,2,x en
gynlluniau,14322,10,7,3,0,4,g yn llun iau
collecte,21697,8,5,3,0,2,collect e
ibuffer,26892,7,6,1,0,2,ib uffer
otax,23977,4,4,0,1,2,ot ax
getignorerepaint,18094,16,9,7,0,4,get ignor ere paint
kike,39677,4,3,1,1,2,k ike
wwwcheatcodecentral,30992,19,11,8,0,5,www che at code central
kut,236962,3,3,0,1,1,kut
ossification,100784,12,8,4,0,2,oss ification
lonigan,18408,7,6,1,1,2,lon igan
dspic,13295,5,5,0,1,3,d sp ic
experiencing,5347507,12,8,4,0,3,exper ien cing
groundsman,39334,10,9,1,1,2,grounds man
pipline,29546,7,5,2,0,2,pip line
relaxants,228109,9,8,1,1,3,rel ax ants
findlaw,6978485,7,7,0,1,2,find law
dinaraholic,29475,11,9,2,0,4,d inar ah olic
hgm,44048,3,3,0,1,2,h gm
boones,55886,6,5,1,1,2,bo ones
anemos,25810,6,6,0,1,2,an emos
vanir,18993,5,5,0,1,2,van ir
archilochus,18558,11,9,2,0,4,arch il och us
funreports,40169,10,9,1,0,2,fun reports
sluttatooed,21536,11,8,3,0,5,sl utt ato o ed
guerres,13376,7,5,2,1,3,g uer res
cidse,13230,5,5,0,1,2,cid se
paulista,96881,8,7,1,1,3,pa ul ista
nosc,19363,4,4,0,1,2,n osc
arresting,699349,9,8,1,0,3,ar rest ing
tuberk,17320,6,6,0,1,3,t ub erk
ebpp,34416,4,3,1,0,2,eb pp
wouthit,26442,7,6,1,1,3,w outh it
pluche,20139,6,6,0,1,2,pl uche
afterall,309685,8,6,2,1,2,after all
magan,38089,5,4,1,1,1,magan
blunting,36667,8,7,1,1,2,bl unting
financement,127787,11,8,3,0,2,fin ancement
spritz,98705,6,6,0,1,2,spr itz
cantina,443393,7,5,2,1,2,cant ina
sephra,26113,6,6,0,1,3,se ph ra
poort,30977,5,4,1,0,1,poort
favorite,61781016,8,8,0,1,1,favorite
feucht,14648,6,6,0,1,2,fe ucht
rebekah,490061,7,6,1,0,3,reb ek ah
ruk,56985,3,3,0,1,1,ruk
jco,62901,3,3,0,1,2,j co
birchcraft,15241,10,8,2,0,3,bir ch craft
ethylmaleimide,40033,14,9,5,0,4,ethyl male im ide
rrds,264874,4,3,1,1,2,rr ds
machiavel,27344,9,8,1,1,3,m achi avel
skullkid,12868,8,6,2,0,3,sk ull kid
lcdtelevision,307404,13,10,3,0,3,lcd tele vision
etna,426398,4,4,0,1,1,etna
sellmefree,25425,10,6,4,0,3,sell me free
masthead,976725,8,7,1,1,2,mast head
least,111229798,5,5,0,1,1,least
wwwyahoofr,36566,10,7,3,0,5,www y aho of r
darland,22301,7,5,2,0,2,dar land
irreducible,620321,11,8,3,1,3,irre duc ible
gq,1156624,2,2,0,1,2,g q
curlz,16107,5,5,0,1,2,curl z
ignored,7715815,7,7,0,1,1,ignored
straightline,48050,12,10,2,0,2,straight line
bucklands,26715,9,9,0,1,2,buck lands
gazes,156793,5,5,0,1,2,g azes
doorkeeper,38522,10,6,4,0,3,do ork eeper
opstr,17171,5,5,0,0,2,op str
langrish,18528,8,8,0,1,3,lang r ish
bellegarde,32836,10,7,3,0,3,bel leg arde
xlshop,39540,6,6,0,1,2,xl shop
keough,106378,6,6,0,1,2,ke ough
ncf,171940,3,3,0,1,2,n cf
subpime,27266,7,7,0,1,3,sub p ime
kpackage,32384,8,6,2,0,2,k package
psychonauts,140444,11,10,1,0,3,psych onaut s
hooghe,16065,6,4,2,0,2,hoog he
addult,15409,6,5,1,1,2,add ult
matchplay,38692,9,8,1,0,2,match play
duryea,68410,6,6,0,1,3,dur ye a
holroyd,127828,7,6,1,0,3,hol ro yd
commerical,516093,10,8,2,1,3,com mer ical
accessorios,53513,11,7,4,0,3,access or ios
ingratitude,96770,11,9,2,0,3,ing rat itude
busnes,322396,6,5,1,1,2,bus nes
rssify,13132,6,5,1,0,2,rss ify
sneh,17552,4,4,0,1,2,s neh
melkweg,28295,7,6,1,0,3,mel k weg
wristwatches,331245,12,9,3,0,4,w rist w atches
shankaracharya,32953,14,8,6,0,4,sh ankar ach arya
wikka,110681,5,4,1,1,2,w ikka
zeldman,183143,7,7,0,1,3,z eld man
bses,34122,4,3,1,1,2,bs es
tgwindow,14143,8,7,1,0,2,tg window
bufford,16955,7,6,1,1,2,buff ord
jois,36724,4,4,0,1,2,jo is
taxan,12901,5,4,1,1,2,tax an
clegg,428283,5,4,1,1,2,c legg
bankruptcylawyers,12875,17,14,3,0,6,bank rupt c yl aw yers
ulva,33122,4,4,0,1,2,ul va
brebner,28041,7,4,3,0,3,bre b ner
nhanes,115459,6,5,1,1,2,nh anes
rowlett,324766,7,6,1,1,2,row lett
harness,4745215,7,6,1,1,2,h arness
seektime,15831,8,6,2,0,2,seek time
nswindow,24000,8,6,2,0,2,ns window
spangled,365367,8,8,0,1,2,sp angled
wagoneer,145122,8,7,1,1,3,wag one er
elektronisk,27275,11,9,2,0,4,ele ktr on isk
gustatory,61685,9,8,1,0,2,gust atory
trulock,25226,7,7,0,1,3,tr ul ock
paolantonio,161354,11,7,4,0,4,pa ol anton io
allambee,19742,8,5,3,0,3,all am bee
halpern,390367,7,7,0,1,3,hal per n
algemene,169882,8,6,2,0,2,alg emene
antman,23699,6,4,2,1,2,ant man
photofile,263724,9,8,1,0,2,phot ofile
wingers,309061,7,7,0,1,2,wing ers
victoriassecretcom,30996,18,10,8,0,4,vict orias secret com
tomasic,13456,7,7,0,1,2,tom asic
prepayment,896127,10,8,2,0,2,pre payment
beeldberichten,14732,14,10,4,0,3,beeld ber ichten
vying,348440,5,5,0,0,2,vy ing
autograph,1997100,9,8,1,1,2,aut ograph
gocollect,40006,9,6,3,0,3,g ocol lect
mogadore,41467,8,7,1,1,3,mog ad ore
veneto,1073203,6,5,1,0,2,ven eto
palestra,69900,8,7,1,1,3,p ales tra
optname,20109,7,7,0,1,2,opt name
amongst,7657732,7,7,0,0,2,among st
hairball,110448,8,6,2,0,2,hair ball
berends,25624,7,6,1,0,2,ber ends
usrp,43466,4,4,0,1,2,usr p
neuropeptide,174675,12,9,3,0,3,ne urope ptide
keyword,39244593,7,7,0,1,1,keyword
hematogenous,17314,12,10,2,0,2,hemat ogenous
tillsammans,16312,11,7,4,0,3,t ills ammans
itpc,25070,4,4,0,1,2,it pc
roundhay,29569,8,8,0,1,2,round hay
ferdi,25473,5,5,0,1,2,fer di
cbms,80143,4,4,0,1,2,cb ms
rces,32983,4,4,0,1,2,r ces
sauteed,302310,7,6,1,1,3,sa ute ed
wince,717079,5,5,0,1,2,w ince
acsr,43705,4,4,0,1,2,ac sr
pectinata,19859,9,7,2,0,3,pect in ata
trailering,144621,10,8,2,0,2,trail ering
jurvetson,34144,9,9,0,1,3,jur vet son
toplevel,228423,8,6,2,0,2,t oplevel
polychrome,114996,10,9,1,1,3,pol ych rome
prevotella,19816,10,8,2,0,3,prev ot ella
optocoupler,45276,11,8,3,0,4,opt oc ou pler
sobekpundit,18325,11,11,0,1,5,sob ek p und it
architekten,28795,11,9,2,0,3,arch itek ten
deepak,594549,6,5,1,0,2,deep ak
plazas,289008,6,5,1,0,2,pl azas
purview,348215,7,7,0,1,2,pur view
suber,80439,5,5,0,1,2,sub er
limper,20007,6,6,0,1,2,lim per
savets,27191,6,5,1,0,2,sav ets
noborder,13359,8,6,2,0,3,n ob order
tut,945899,3,2,1,1,2,t ut
fuchsia,606808,7,7,0,1,2,f uchsia
spania,31006,6,5,1,1,2,span ia
kamakura,130051,8,5,3,1,2,kam akura
biaggi,104371,6,4,2,0,2,bi aggi
inprint,26364,7,5,2,0,2,in print
ventilatory,125538,11,10,1,1,3,vent il atory
gtkglarea,21602,9,7,2,1,3,gtk gl area
tentacles,575086,9,7,2,1,2,tent acles
demus,41535,5,5,0,1,2,dem us
walenie,14327,7,6,1,0,3,w alen ie
tianshan,13990,8,6,2,0,3,ti ans han
skinnables,17617,10,8,2,1,3,sk inn ables
indiatimescom,31007,13,10,3,0,4,indi at imes com
xoxoxobruce,13705,11,7,4,1,6,x ox ox ob ru ce
pricesrefresh,30399,13,8,5,0,2,prices refresh
chosen,21345654,6,6,0,1,1,chosen
djsi,20444,4,4,0,1,3,d js i
kessell,13975,7,4,3,0,3,k ess ell
parducci,13408,8,7,1,0,3,p ardu cci
favouring,234940,9,9,0,1,3,f avour ing
calumny,66885,7,7,0,1,3,cal umn y
kdesdk,215382,6,4,2,1,3,k des dk
gestione,116149,8,7,1,1,2,gest ione
gassmann,23076,8,5,3,0,3,g ass mann
ndola,32353,5,5,0,1,2,nd ola
snipping,38186,8,5,3,0,2,sn ipping
stevi,59771,5,5,0,1,2,ste vi
fragged,39813,7,6,1,1,2,frag ged
mydmxzone,24388,9,8,1,1,4,my dm x zone
worksurfaces,24521,12,10,2,0,3,works ur faces
aquaticus,33970,9,7,2,1,3,aqu atic us
ballymote,27066,9,8,1,0,4,b ally m ote
cathays,41397,7,6,1,1,3,c ath ays
artikelnummer,42833,13,10,3,0,2,artikel nummer
fyd,13274,3,3,0,1,2,f yd
northkeymovies,29545,14,12,2,0,3,north key movies
antibiot,38000,8,6,2,0,3,ant ibi ot
richtigen,19360,9,8,1,0,2,richt igen
reveries,87936,8,5,3,0,3,re ver ies
fenthion,19779,8,7,1,1,3,f enth ion
picturers,30916,9,8,1,1,3,p ict urers
quovadx,25922,7,7,0,1,3,qu ov adx
acctech,15524,7,5,2,0,2,acct ech
versation,15989,9,9,0,1,1,versation
stratigraphic,337200,13,9,4,0,4,str at igraph ic
mashpee,157558,7,6,1,0,3,m ash pee
splunk,363101,6,6,0,1,2,spl unk
rbocs,58816,5,5,0,1,2,rb ocs
rockface,16746,8,7,1,0,2,rock face
pumatech,37864,8,8,0,1,4,p um ate ch
murcof,47284,6,6,0,1,3,mur co f
meiklejohn,35306,10,9,1,0,3,me ikle john
devbox,26272,6,6,0,1,2,dev box
esotropia,14649,9,8,1,1,3,es otrop ia
osto,35202,4,3,1,1,1,osto
gallot,16067,6,5,1,1,3,g all ot
bidjan,13871,6,6,0,1,2,bid jan
idolized,56825,8,6,2,0,2,idol ized
ghoshal,43429,7,6,1,0,3,gh os hal
pallavi,45363,7,5,2,1,3,p all avi
coate,51688,5,5,0,1,2,co ate
agis,107274,4,4,0,1,2,ag is
buttars,49912,7,6,1,1,3,but t ars
rette,16787,5,3,2,1,1,rette
unlearn,75357,7,6,1,0,2,un learn
landed,3730816,6,5,1,1,2,land ed
ntbugtraq,34226,9,8,1,1,4,nt bug tra q
socialist,4217721,9,7,2,0,2,social ist
repechage,52256,9,7,2,0,4,re pe ch age
keanu,542137,5,5,0,0,2,ke anu
gunion,15999,6,5,1,1,2,gun ion
reselect,29818,8,6,2,0,2,re select
highpoint,372199,9,7,2,0,2,high point
astrophysicists,43438,15,10,5,0,5,ast roph ys ic ists
xiaochun,15396,8,8,0,1,3,xia och un
anova,661864,5,4,1,1,1,anova
breathwork,72700,10,9,1,1,3,bre ath work
aimwell,15656,7,6,1,1,2,aim well
buddhadeb,25444,9,6,3,0,5,b udd h ade b
resellerratings,55483,15,9,6,0,4,res ell err atings
unthinking,100759,10,7,3,0,2,un thinking
njdot,50589,5,5,0,1,2,nj dot
villain,1301918,7,5,2,0,2,vill ain
myob,325137,4,4,0,1,2,my ob
gencorp,19670,7,7,0,1,3,g enc orp
elnk,21371,4,4,0,1,2,eln k
qfi,16195,3,3,0,1,2,q fi
bilingual,3453570,9,7,2,1,2,b ilingual
monocultures,36572,12,10,2,0,4,mon oc ult ures
jabot,22262,5,5,0,1,2,j abot
blig,66267,4,4,0,1,2,bl ig
naglfar,25849,7,6,1,0,3,nag lf ar
fnpt,32068,4,4,0,1,2,fn pt
juiste,27790,6,6,0,1,2,j uiste
bantamweight,67839,12,10,2,0,4,b ant am weight
scharff,60289,7,6,1,1,3,s char ff
jazwares,14202,8,7,1,0,2,jaz wares
tjs,84642,3,3,0,1,2,t js
mize,198479,4,4,0,1,2,m ize
cdsp,16077,4,4,0,1,2,cd sp
sscg,19362,4,3,1,1,2,ss cg
atmospheric,6200192,11,11,0,1,3,at mos pheric
utveckling,31533,10,10,0,0,3,ut veck ling
sociedade,180028,9,7,2,0,2,soc iedade
toolbars,738914,8,7,1,0,2,tool bars
superbit,292506,8,8,0,1,2,super bit
methylmercury,157514,13,9,4,0,5,m ethyl mer cur y
americredit,52779,11,8,3,0,3,amer ic redit
subkime,27046,7,7,0,1,3,sub k ime
makiko,67010,6,5,1,1,2,mak iko
checks,22488512,6,5,1,0,1,checks
artiodactyla,32301,12,9,3,0,4,art iod act yla
galactosyltransferase,42487,21,12,9,0,6,gal act os yl transfer ase
emphasized,3045963,10,9,1,1,3,em phas ized
franzi,13420,6,6,0,1,2,fr anzi
proprietorship,302180,14,8,6,0,3,pro priet orship
klaus,2604818,5,5,0,1,2,k laus
nwfa,17243,4,4,0,1,2,nw fa
avenue,35847733,6,5,1,0,2,aven ue
guangming,22678,9,6,3,0,3,gu ang ming
audiocableplug,79665,14,11,3,0,4,a udi ocable plug
biocatalysis,43563,12,9,3,0,4,bi oc atal ysis
eyesential,18139,10,8,2,0,2,eyes ential
tcar,18593,4,4,0,1,2,t car
alluminio,33539,9,7,2,0,3,all umin io
neff,1124753,4,3,1,1,2,ne ff
guarente,17495,8,7,1,1,3,gu ar ente
pldi,82498,4,4,0,1,2,pl di
mandated,2601015,8,6,2,1,2,mand ated
paule,131483,5,5,0,1,2,p aule
coplan,25151,6,6,0,1,2,cop lan
memang,28424,6,5,1,1,2,mem ang
wisconsinites,15393,13,8,5,0,4,wis cons init es
flamin,69414,6,6,0,1,2,fl amin
serverlayout,26720,12,10,2,0,2,server layout
mekas,15637,5,5,0,1,2,mek as
earning,5266443,7,6,1,1,1,earning
statesdescription,16954,17,11,6,0,2,states description
willowbend,13056,10,8,2,0,3,will ow bend
stabila,100948,7,6,1,1,2,st abila
interratial,157512,11,7,4,1,3,inter rat ial
alvarado,489844,8,6,2,1,3,al var ado
dupla,42662,5,5,0,1,2,du pla
procesador,52470,10,8,2,1,2,proces ador
bullman,17874,7,6,1,1,2,bull man
candlelit,108455,9,8,1,1,3,c andle lit
ework,36123,5,5,0,1,2,ew ork
schnitzler,57585,10,10,0,1,4,s chn itz ler
nmso,15809,4,4,0,1,2,nm so
skarsgard,28107,9,6,3,0,3,sk ars gard
cemac,17990,5,4,1,1,2,cem ac
gogglz,12715,6,4,2,0,4,g og gl z
sosenders,45480,9,6,3,0,3,s os enders
eccc,37145,4,2,2,1,2,e ccc
mocenigo,18194,8,7,1,1,4,m oc en igo
anniesland,41039,10,7,3,0,2,annies land
dilbeck,45903,7,7,0,1,3,d il beck
yaxis,59312,5,5,0,0,2,y axis
wyche,55988,5,5,0,1,2,wy che
idlh,47926,4,4,0,1,2,id lh
boolo,12878,5,3,2,0,2,bool o
minbari,48973,7,6,1,1,3,min b ari
roe,2536469,3,3,0,1,1,roe
ctlr,49705,4,4,0,1,2,ctl r
sandfort,13220,8,8,0,1,2,sand fort
rember,48983,6,4,2,0,2,rem ber
talp,17205,4,4,0,1,2,tal p
pkdd,16917,4,3,1,1,2,pk dd
resultobj,16152,9,9,0,1,2,result obj
wwwhotwirecom,31030,13,9,4,0,5,ww wh ot wire com
wwwjeevescom,30981,12,8,4,0,4,www jee ves com
freewheeling,118610,12,9,3,0,4,free w he eling
distributin,30542,11,8,3,0,3,dis tribut in
wwwoceanfreenet,43691,15,9,6,0,6,ww wo cean f reen et
goolwa,90593,6,5,1,1,3,g ool wa
gamessamsung,36114,12,7,5,0,3,gam ess amsung
ofrecemos,25972,9,7,2,0,3,of rec emos
negishi,33969,7,6,1,1,2,neg ishi
zboard,114489,6,6,0,1,2,z board
firestarter,235026,11,7,4,0,2,fire starter
bodyboards,92026,10,7,3,0,2,body boards
racier,14828,6,5,1,1,2,rac ier
emutalk,24238,7,7,0,1,3,em ut alk
ninefold,14206,8,7,1,1,2,nine fold
cogent,443481,6,6,0,1,3,c og ent
dassault,300625,8,6,2,1,3,d ass ault
consumerist,90887,11,10,1,0,2,consumer ist
globocom,43770,8,6,2,0,2,glob ocom
makua,21749,5,4,1,1,2,mak ua
diuerse,32659,7,6,1,0,3,di uer se
eccentricity,358507,12,7,5,0,3,ecc entric ity
xard,16263,4,4,0,1,2,x ard
wausau,756001,6,4,2,1,3,wa us au
rapwest,20969,7,7,0,1,2,rap west
screem,64075,6,5,1,1,3,s cre em
prog,3368487,4,4,0,1,1,prog
userman,15123,7,7,0,1,2,us erman
umds,254578,4,4,0,1,2,um ds
foryou,15724,6,5,1,0,3,f ory ou
iyar,33833,4,4,0,1,1,iyar
azstarnet,16145,9,7,2,1,4,az st arn et
macroscale,17715,10,8,2,0,3,mac ros cale
diningchannel,23413,13,9,4,0,3,d ining channel
unanet,53997,6,5,1,1,2,unan et
reily,41440,5,5,0,1,2,re ily
demoshield,15466,10,8,2,0,4,d emos h ield
electromotive,50915,13,9,4,0,3,elect rom otive
casmalia,23071,8,6,2,1,3,cas m alia
connaught,344019,9,8,1,1,2,conn aught
fdsf,27791,4,3,1,1,2,fds f
morskaya,20560,8,7,1,1,3,m orsk aya
pki,964199,3,3,0,1,2,p ki
lxd,24595,3,3,0,1,2,l xd
cihi,65034,4,3,1,1,2,ci hi
ariake,16800,6,5,1,1,2,ari ake
vations,78100,7,7,0,1,2,v ations
conferance,22372,10,7,3,1,3,con fer ance
numpy,33215,5,5,0,1,1,numpy
geoghan,67218,7,6,1,1,3,ge og han
alouds,35028,6,6,0,1,3,al oud s
comedies,1638987,8,7,1,1,2,comed ies
vollversion,30132,11,8,3,0,2,voll version
plla,12754,4,3,1,0,2,pl la
odlo,13053,4,3,1,1,2,od lo
zigbee,171360,6,5,1,1,2,zig bee
itbusiness,13858,10,7,3,0,2,it business
ardila,13329,6,5,1,1,2,ard ila
serval,48441,6,6,0,1,2,ser val
fretilin,15642,8,7,1,0,3,fre til in
sundqvist,15413,9,8,1,0,4,s und q vist
unremarked,18706,10,8,2,0,3,un remark ed
southamerica,22045,12,11,1,0,2,south america
inefficiently,81905,13,8,5,0,3,ine fficient ly
technobabble,150876,12,9,3,0,3,techn ob abble
zien,123804,4,4,0,1,1,zien
varietals,131268,9,8,1,1,3,var iet als
christofferson,32461,14,10,4,0,3,christ off erson
pizzo,78546,5,4,1,1,2,p izzo
ferrymead,16178,9,7,2,0,4,f erry me ad
fontes,105628,6,6,0,1,2,font es
ironman,907976,7,6,1,0,2,iron man
computerbuys,37613,12,11,1,1,3,computer bu ys
schwerpunkt,26100,11,11,0,0,3,sch wer punkt
oica,13010,4,4,0,0,2,o ica
cemap,33161,5,5,0,1,2,cem ap
lanyards,455934,8,7,1,1,2,lany ards
taire,22231,5,5,0,1,1,taire
shorne,12968,6,6,0,1,2,sh orne
iaai,25321,4,2,2,0,2,ia ai
accolade,361681,8,6,2,0,3,ac col ade
cappelli,51166,8,6,2,1,3,c app elli
loir,47220,4,4,0,1,1,loir
kinswoman,15044,9,8,1,1,2,kins woman
vell,64238,4,3,1,1,1,vell
phlta,85688,5,5,0,1,3,ph l ta
sim,7917540,3,3,0,1,1,sim
biplane,180085,7,7,0,1,3,b ipl ane
evicted,420612,7,6,1,0,2,ev icted
glossop,222615,7,5,2,0,3,gl oss op
clwyd,371334,5,5,0,1,2,cl wyd
katsuyuki,19453,9,7,2,0,4,k ats uy uki
fujilink,13513,8,7,1,0,4,f uj il ink
mrdf,16021,4,4,0,1,2,mr df
prelit,55424,6,6,0,1,2,pre lit
frayne,31218,6,6,0,1,2,fr ayne
encontrados,31118,11,9,2,0,3,en contr ados
nsarm,18030,5,5,0,1,2,ns arm
vbp,86518,3,3,0,1,2,v bp
webdesigner,89249,11,9,2,0,2,web designer
exasperating,82150,12,10,2,1,3,ex asper ating
eleftherotypia,17151,14,11,3,0,5,ele f ther otyp ia
canwest,334449,7,7,0,1,2,can west
woos,102829,4,3,1,0,2,wo os
aprm,27205,4,4,0,1,2,ap rm
sxesewn,17461,7,5,2,0,3,sx es ewn
remics,13540,6,6,0,1,2,rem ics
reliefweb,241521,9,7,2,0,3,rel ief web
pdata,122281,5,4,1,0,1,pdata
deeside,154814,7,4,3,0,3,de es ide
haramayn,12777,8,6,2,0,3,har am ayn
acats,45416,5,4,1,1,2,ac ats
articleinformation,34539,18,11,7,0,2,article information
bastila,19656,7,6,1,1,3,b ast ila
practices,38010732,9,8,1,0,3,pr act ices
ifield,40093,6,5,1,0,2,if ield
jerz,45268,4,4,0,1,2,jer z
cyberhome,344988,9,8,1,0,3,cy ber home
breve,276955,5,4,1,1,2,bre ve
ocilla,37610,6,5,1,1,2,oc illa
karens,41108,6,6,0,1,2,kar ens
mlada,26208,5,4,1,1,2,ml ada
unexpired,349124,9,8,1,0,2,un expired
frenetic,262990,8,7,1,0,3,f ren etic
lhotel,20477,6,5,1,0,2,l hotel
acacia,1044793,6,3,3,1,2,ac acia
informally,807876,10,9,1,0,2,inform ally
bourguignon,63536,11,7,4,0,3,bour gu ignon
thornbury,232256,9,8,1,0,2,thorn bury
camoflauge,65333,10,9,1,1,4,cam of l auge
postconditions,58522,14,8,6,0,2,post conditions
newfield,203209,8,7,1,1,2,new field
lagergren,13071,9,6,3,0,2,lager gren
kunstreproduktionen,70352,19,11,8,0,4,kun stre produk tionen
fasthosts,41237,9,6,3,0,4,fas th ost s
dirnt,19775,5,5,0,1,2,dir nt
sqush,18293,5,4,1,0,3,s qu sh
bunnyteens,416979,10,7,3,0,4,b unny te ens
adx,158144,3,3,0,1,1,adx
nealth,18217,6,6,0,1,2,ne alth
paramyxoviridae,13349,15,11,4,0,4,param yx ovir idae
wirtschaft,312225,10,9,1,0,1,wirtschaft
kontext,28911,7,6,1,0,2,kon text
fasman,18497,6,5,1,0,2,fas man
jennrose,60484,8,6,2,1,3,j enn rose
vcash,161751,5,5,0,1,2,vc ash
nietzsche,1079334,9,8,1,0,2,niet zsche
wwwgamerevolutioncom,30988,20,14,6,0,5,www gam ere volution com
sheeva,22663,6,5,1,1,2,she eva
tepper,201427,6,4,2,1,2,tep per
scaricabili,39712,11,7,4,0,3,scar ic abili
wasserbett,13841,10,7,3,0,2,wasser bett
conti,569841,5,5,0,1,2,cont i
mikeinbrazil,57848,12,10,2,0,5,m ike in b razil
moyano,15712,6,5,1,1,3,m oy ano
whiff,246582,5,4,1,1,2,wh iff
friends,110732827,7,7,0,1,1,friends
beginner,5779949,8,6,2,1,2,begin ner
returnees,260281,9,6,3,1,2,return ees
undeb,25382,5,5,0,1,2,und eb
lutherville,87105,11,8,3,0,3,l uth erville
cambian,12937,7,6,1,1,3,c amb ian
tortilla,778015,8,6,2,0,3,t ort illa
firas,36605,5,5,0,1,2,f iras
undermined,856986,10,7,3,1,3,und erm ined
bramble,258217,7,6,1,1,2,br amble
anabolic,1735977,8,7,1,1,2,an abolic
bidet,335335,5,5,0,1,2,bid et
championsgate,31804,13,12,1,0,3,champ ions gate
frasure,14344,7,6,1,0,2,fr asure
temporary,20652475,9,8,1,0,1,temporary
dentition,109565,9,6,3,0,2,dent ition
tagsurf,29673,7,7,0,0,2,tags urf
busboys,12775,7,5,2,1,2,bus boys
sativum,100323,7,7,0,1,3,s ativ um
imux,16624,4,4,0,1,2,im ux
fued,14797,4,4,0,1,2,f ued
electrocoagulation,21166,18,11,7,0,5,elect ro co ag ulation
parcours,44733,8,7,1,1,2,par cours
cornick,20905,7,6,1,0,2,corn ick
ardex,26859,5,5,0,1,2,ard ex
adoring,215653,7,7,0,1,2,ador ing
parkas,207726,6,5,1,1,2,park as
entgegen,14757,8,4,4,0,2,ent gegen
mortgagecalculator,22416,18,10,8,0,3,mort gage calculator
ondra,21894,5,5,0,1,1,ondra
portation,111561,9,7,2,0,2,port ation
slutpeeing,21536,10,9,1,1,4,sl ut pe eing
beats,6367861,5,5,0,1,1,beats
dhimmitude,48838,10,7,3,0,3,dh immit ude
atahotel,15778,8,6,2,1,2,ata hotel
idian,33693,5,4,1,1,1,idian
newselinelem,36183,12,7,5,0,4,new sel ine lem
supremacists,86729,12,10,2,1,4,sup rem ac ists
pageview,106211,8,7,1,0,2,page view
nifedipine,224254,10,6,4,0,5,n if ed ip ine
linpha,20385,6,6,0,1,2,lin pha
skinmail,26711,8,7,1,0,2,skin mail
exil,41665,4,4,0,1,2,ex il
htpc,452761,4,4,0,1,2,ht pc
newlen,15679,6,4,2,0,2,new len
sge,254322,3,3,0,1,2,s ge
riegle,46746,6,5,1,0,2,rie gle
cockatrice,22661,10,8,2,0,2,cock atrice
expansively,28257,11,10,1,0,3,exp ans ively
piscis,16518,6,4,2,1,3,p isc is
tsawwassen,117893,10,6,4,0,3,ts aw wassen
krimson,18818,7,7,0,1,2,kr imson
bulbosa,13741,7,6,1,1,3,bul b osa
traskwood,15720,9,8,1,0,3,tr ask wood
coursey,84271,7,7,0,1,2,course y
realia,35965,6,5,1,1,2,re alia
egroupware,499630,10,8,2,0,3,eg roup ware
mpss,23496,4,3,1,0,3,m ps s
jackboots,16618,9,8,1,0,2,jack boots
sessment,49957,8,5,3,0,2,s essment
mccomas,103965,7,5,2,0,3,mc com as
onnet,22992,5,4,1,1,2,on net
unfaithfulness,47079,14,10,4,0,3,un faith fulness
structual,20434,9,7,2,0,2,struct ual
quente,32446,6,5,1,1,2,qu ente
ajzz,27911,4,3,1,1,2,aj zz
consorting,24743,10,8,2,1,2,cons orting
dilation,388587,8,7,1,0,2,d ilation
statuary,412335,8,6,2,0,3,st atu ary
wallpapre,29624,9,6,3,0,3,wall pap re
raman,1024735,5,4,1,0,2,ram an
sullenly,49342,8,6,2,0,3,s ullen ly
wwwusair,23246,8,6,2,1,3,www us air
bloggerman,14814,10,9,1,1,3,blog g erman
lacoste,1374363,7,7,0,1,2,lac oste
mensen,139374,6,4,2,1,2,m ensen
nrhh,26741,4,3,1,1,2,nr hh
horo,48563,4,3,1,1,2,h oro
alp,981474,3,3,0,1,1,alp
turq,42830,4,4,0,1,2,tur q
ostertag,94258,8,7,1,0,3,ost ert ag
tengwar,21763,7,7,0,1,3,t eng war
appdetective,19728,12,8,4,0,3,app detect ive
gamedude,24460,8,6,2,0,3,g amed ude
knoppixmame,30145,11,9,2,0,5,kn opp ix m ame
desperatly,29934,10,9,1,0,3,des per atly
marqueur,41794,8,6,2,0,3,mar que ur
donoso,22227,6,4,2,0,2,don oso
originaldate,18250,12,10,2,0,2,original date
extreme,29694906,7,5,2,0,2,ext reme
ttxvn,14409,5,4,1,1,3,tt x vn
sliabh,19090,6,6,0,1,3,s li abh
joptionpane,14656,11,8,3,0,3,j option pane
inscriptions,811818,12,8,4,0,2,ins criptions
bohdan,66493,6,6,0,1,3,bo hd an
wwwjobsearchcom,30991,15,11,4,0,4,www job search com
dysostosis,21145,10,6,4,0,4,d ys ost osis
cefas,27525,5,5,0,1,2,ce fas
minexclusive,19737,12,10,2,0,2,min exclusive
lyrichord,17804,9,8,1,0,3,ly rich ord
winstone,105717,8,7,1,1,3,w inst one
horsepower,2068922,10,7,3,0,2,horse power
schubert,1162692,8,8,0,1,2,sch ubert
news,755424983,4,4,0,1,1,news
gtypist,15969,7,6,1,0,3,g typ ist
embarassment,108129,12,8,4,0,2,embar assment
edgemoor,44818,8,6,2,0,3,ed gem oor
heimliche,61296,9,6,3,0,2,heim liche
spluttered,28715,10,8,2,0,3,spl utter ed
hidetoshi,47669,9,7,2,0,3,hid et oshi
mexicana,512853,8,7,1,1,2,mex icana
