Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect,GPT4o_IFCorrect,LlaMa3.1-8B_IFCorrect,Gemma2-9B_IFCorrect,Mixtral-7B_IFCorrect
merryman,54246,8,6,2,3,m erry man,0,1,0,0,0
darkwater,34678,9,7,2,2,dark water,0,1,0,0,0
praktica,199835,8,7,1,3,pr akt ica,1,1,0,0,0
dailyhaha,16040,9,6,3,3,daily h aha,1,0,0,0,0
sympa,468701,5,5,0,3,sy mp a,1,1,1,1,1
skyn,18635,4,4,0,2,sk yn,1,1,1,0,0
choice,68222335,6,5,1,1,choice,0,0,0,0,0
calderas,25568,8,7,1,3,cal der as,1,1,0,0,0
kajiura,14056,7,6,1,3,k aji ura,1,1,0,0,1
houden,35103,6,6,0,2,h ouden,1,1,0,0,0
comfortable,19520487,11,10,1,2,comfort able,0,1,1,0,0
vaka,22457,4,3,1,2,v aka,1,1,0,1,0
kbit,414790,4,4,0,2,k bit,1,1,1,1,1
loncraine,22048,9,8,1,3,lon cr aine,1,1,0,0,0
topinabee,12886,9,8,1,3,top in abee,0,1,0,0,0
dietpill,33732,8,6,2,2,diet pill,0,1,0,0,0
atlantique,154818,10,8,2,3,atl ant ique,1,1,0,1,0
pontyclun,30453,9,8,1,4,p ont ycl un,1,1,0,0,0
libgc,27696,5,5,0,2,lib gc,1,1,0,1,0
majeed,58521,6,5,1,3,m aje ed,0,1,0,0,0
houellebecq,36831,11,8,3,4,hou elle bec q,0,0,0,0,0
xplosion,61252,8,7,1,2,xp losion,0,0,0,1,0
berks,687726,5,5,0,2,ber ks,1,1,1,0,0
nubuk,14076,5,4,1,3,n ub uk,0,1,0,0,0
milia,47922,5,4,1,2,m ilia,0,1,1,1,1
mccraw,57921,6,5,1,3,m cc raw,1,1,0,1,0
rochen,76115,6,6,0,2,ro chen,1,1,1,0,1
eigenspaces,17612,11,8,3,4,e ig ens paces,0,0,0,0,0
togs,131565,4,4,0,2,t ogs,1,1,1,0,1
unleashing,312671,10,9,1,3,un le ashing,1,1,0,0,0
ferriss,16441,7,5,2,3,f err iss,0,1,0,0,0
tye,530460,3,3,0,2,ty e,1,1,1,0,1
citizenshift,26659,12,9,3,3,cit izens hift,0,0,0,0,0
eurocentric,53305,11,8,3,4,e uro cent ric,0,1,0,0,0
goulet,161334,6,6,0,3,g ou let,1,1,0,0,1
farty,29351,5,5,0,2,f arty,1,1,1,1,0
djr,43616,3,3,0,2,d jr,1,1,1,1,0
bishopbriggs,28570,12,8,4,3,bishop br iggs,0,0,0,0,0
ijj,16394,3,2,1,2,ij j,1,1,1,0,0
phillipson,69723,10,7,3,4,ph ill ip son,0,0,0,0,0
setae,111998,5,4,1,2,set ae,1,1,0,0,0
madder,139288,6,5,1,2,m adder,1,1,0,0,0
paragonsports,114090,13,8,5,4,par ag ons ports,0,0,0,0,0
phenemine,26430,9,6,3,3,phen em ine,0,0,0,0,0
recompress,16509,10,7,3,2,re compress,0,0,0,0,0
zumpano,14684,7,7,0,4,z um pan o,1,1,1,1,1
oddballs,54991,8,6,2,3,od db alls,0,0,0,0,0
favoritter,42483,10,8,2,2,favor itter,1,1,0,0,0
bayit,14203,5,5,0,2,bay it,1,1,1,1,1
cupp,69615,4,3,1,2,c upp,1,1,0,0,0
visitng,22483,7,6,1,2,visit ng,0,1,0,1,1
imatter,17624,7,6,1,2,im atter,0,1,0,0,0
interiors,3146686,9,7,2,2,inter iors,0,1,0,0,0
naturalisation,78906,14,9,5,2,natural isation,0,0,0,0,0
ubm,36199,3,3,0,2,ub m,1,1,1,1,1
hobgoblin,100529,9,7,2,4,h ob g oblin,0,1,0,0,0
bstring,19676,7,7,0,2,b string,1,1,1,1,1
maldives,5172859,8,8,0,2,mal dives,1,1,1,0,0
doolen,13079,6,5,1,3,d ool en,1,1,1,1,1
unido,639595,5,5,0,2,un ido,1,1,1,0,1
surveyschedule,20274,14,10,4,3,sur veys chedule,0,1,0,0,0
referals,59474,8,6,2,2,refer als,0,1,0,0,0
diaphaniety,15740,11,9,2,4,di aph ani ety,0,1,0,0,0
repliweb,18678,8,7,1,4,re pl i web,1,1,0,1,0
ogooto,12712,6,3,3,3,og oot o,0,0,0,0,0
meesteres,16237,9,5,4,3,me ester es,0,1,0,0,0
cryed,43039,5,5,0,2,cry ed,1,1,1,1,0
kelme,103039,5,4,1,2,kel me,1,1,0,1,0
nombreuses,47307,10,8,2,2,nombre uses,0,0,0,0,0
threonine,702059,9,7,2,3,th reon ine,1,1,0,0,0
tharp,233659,5,5,0,2,th arp,1,1,0,1,1
wamsley,30037,7,7,0,3,w ams ley,1,1,1,1,1
unclassifie,25203,11,9,2,3,un class ifie,0,0,0,0,0
qualey,15123,6,6,0,2,qu aley,1,1,1,1,1
sylph,44120,5,5,0,3,s yl ph,1,1,1,0,1
cyn,395768,3,3,0,2,c yn,1,1,1,0,0
stoffer,41329,7,6,1,2,st offer,1,1,0,0,0
nitzsche,23314,8,8,0,4,n itz s che,1,1,1,0,1
butternut,324726,9,6,3,3,but tern ut,0,1,0,0,0
inhalten,17735,8,7,1,2,in halten,1,1,0,0,0
cardura,65776,7,5,2,2,card ura,0,1,0,0,0
hoaxes,490943,6,6,0,2,ho axes,1,1,1,0,0
citebase,201951,8,7,1,2,cite base,0,0,0,0,0
aisd,94536,4,4,0,2,ais d,1,1,1,1,1
familiarizing,68317,13,9,4,3,f amiliar izing,0,0,0,0,0
musicares,31880,9,8,1,3,mus ica res,1,1,0,0,0
centromere,127631,10,7,3,3,cent rom ere,0,0,0,0,0
andirons,43012,8,7,1,3,and ir ons,1,1,1,1,0
interactivas,13364,12,9,3,3,inter activ as,0,0,0,0,0
unagi,28825,5,5,0,2,un agi,1,1,1,1,1
grijs,70158,5,5,0,3,g ri js,1,1,1,0,1
utilising,648375,9,7,2,2,util ising,0,0,0,0,0
altshuller,14161,10,8,2,4,alt sh ull er,0,0,0,0,0
seamap,13738,6,5,1,3,se am ap,1,1,0,0,0
croyden,24404,7,7,0,3,c roy den,1,1,1,0,0
freire,212896,6,4,2,2,fre ire,1,1,1,1,0
fune,23526,4,4,0,2,f une,1,1,1,1,1
drip,1849747,4,4,0,2,d rip,1,1,1,1,1
cvicu,22596,5,4,1,3,cv ic u,0,1,0,0,0
alrighty,85654,8,8,0,3,al right y,1,1,1,0,0
excrutiatingly,16635,14,12,2,5,ex cr ut iating ly,0,0,0,0,0
wellskin,28054,8,7,1,2,well skin,0,1,0,0,0
bulleted,378369,8,6,2,2,bul leted,0,1,0,0,0
revers,32282,6,4,2,2,re vers,0,1,0,0,0
pauahi,18601,6,5,1,3,p au ahi,1,1,1,1,1
machtlfinger,59526,12,12,0,4,m acht lf inger,1,1,0,1,1
airmail,2611913,7,5,2,2,air mail,0,1,0,0,0
everythings,107056,11,10,1,2,every things,0,1,0,1,0
samlet,14743,6,6,0,2,sam let,1,1,1,1,1
painterly,95449,9,9,0,3,paint er ly,1,1,1,0,0
koolstop,29661,8,6,2,3,k ool stop,0,0,0,0,0
phonathon,46156,9,6,3,2,phon athon,0,1,0,0,0
sylvanian,111903,9,7,2,3,s ylv anian,1,1,0,0,0
jasso,17631,5,4,1,2,j asso,1,1,0,0,0
biodiverse,15061,10,8,2,3,b iod iverse,0,1,0,0,0
cameranikon,28628,11,9,2,4,cam er an ikon,1,1,1,0,0
coulterville,71947,12,9,3,4,c oul ter ville,0,0,0,0,0
megiddo,92871,7,6,1,3,meg idd o,0,1,0,0,0
interfacepostgresql,14161,19,14,5,2,interface postgresql,0,0,0,0,0
dirtied,25059,7,5,2,3,d irt ied,0,1,0,0,0
investors,16666503,9,8,1,2,invest ors,1,1,0,0,0
babyphat,21864,8,6,2,3,baby ph at,1,1,0,0,1
askjeevescouk,30995,13,9,4,5,ask jee ves cou k,0,0,0,0,0
cmdr,184760,4,4,0,2,cmd r,1,1,1,1,1
gtkam,28461,5,5,0,2,gtk am,1,1,0,1,1
dromedary,64203,9,7,2,4,d rom ed ary,0,1,0,0,0
laurentius,24280,10,9,1,3,la urent ius,1,1,0,0,0
enterprizes,19291,11,8,3,3,enter pr izes,0,0,0,0,0
cunnilinguscreampiepicturesblack,21534,32,15,17,8,c unn iling us cre ampie pictures black,0,0,0,0,0
putley,25506,6,6,0,2,put ley,1,1,1,1,1
mainsail,125483,8,6,2,3,m ains ail,0,1,0,0,0
hambleton,165818,9,9,0,3,ham ble ton,0,1,0,0,1
wisi,254083,4,3,1,2,w isi,1,1,0,0,1
matas,66739,5,4,1,2,mat as,1,1,1,0,0
opio,28515,4,3,1,2,op io,1,1,0,1,0
ascendance,43265,10,6,4,2,asc endance,0,1,0,0,0
wireframe,178985,9,7,2,2,wire frame,0,1,0,0,0
immature,1277806,8,7,1,2,imm ature,0,1,0,0,0
bergfeld,36452,8,7,1,2,berg feld,1,1,0,0,0
magdelena,18504,9,7,2,3,mag del ena,0,1,0,0,0
blankley,91940,8,7,1,2,blank ley,0,0,1,1,0
yash,119995,4,4,0,2,y ash,1,1,1,1,1
nowirz,33888,6,6,0,3,now ir z,1,1,0,1,0
fado,127002,4,4,0,2,f ado,1,1,1,1,0
diclemente,21558,10,8,2,3,dic lement e,0,0,0,0,0
dbgt,41711,4,4,0,2,db gt,1,1,1,1,1
condusive,16039,9,9,0,2,cond usive,1,1,1,1,1
oov,17809,3,2,1,2,o ov,0,1,0,0,0
banks,30582183,5,5,0,1,banks,1,1,1,0,0
deirdre,479147,7,4,3,3,de ird re,0,0,0,0,0
concan,25755,6,4,2,2,con can,0,1,0,0,0
girle,133335,5,5,0,3,g ir le,1,1,1,1,1
ovariectomized,51038,14,11,3,5,ov ari ect om ized,0,1,0,0,0
unzensiert,180915,10,8,2,3,un zens iert,0,0,0,0,0
hsc,1098845,3,3,0,2,h sc,1,1,1,1,1
koteas,22602,6,6,0,3,k ote as,1,1,0,0,1
rhaid,220250,5,5,0,2,rh aid,0,1,1,0,1
noventa,20226,7,6,1,2,no venta,1,1,0,0,0
hydroxysteroid,85755,14,10,4,4,hydro x yster oid,0,1,0,0,0
commiters,21935,9,8,1,2,commit ers,0,0,0,0,0
crepis,16335,6,6,0,2,cre pis,1,1,1,0,0
higaki,14011,6,5,1,3,h ig aki,0,1,0,1,0
tricore,15388,7,6,1,3,tr ic ore,1,1,0,1,0
pharmacologie,14598,13,11,2,3,ph armac ologie,0,1,1,0,0
shouldbe,38641,8,8,0,2,should be,0,1,1,1,0
transcoding,251975,11,10,1,2,trans coding,0,1,0,0,0
functionalism,92142,13,11,2,2,functional ism,0,1,0,0,0
pierpont,153922,8,7,1,4,p ier p ont,1,1,0,0,0
shadi,71350,5,5,0,2,sh adi,1,1,1,0,1
slimfast,29386,8,7,1,3,sl im fast,1,1,0,0,0
gfortran,178818,8,7,1,3,g fort ran,0,1,0,0,0
traser,48456,6,5,1,2,tr aser,1,1,1,1,0
deafness,802253,8,6,2,3,de af ness,0,1,0,0,0
midlets,35738,7,7,0,2,mid lets,1,1,1,0,0
heebie,31376,6,4,2,3,he eb ie,0,1,0,0,0
libjava,380839,7,6,1,2,lib java,1,1,0,0,0
mtce,24149,4,4,0,2,mt ce,1,1,1,1,1
blackfin,101342,8,8,0,2,black fin,1,1,1,1,0
qee,46645,3,2,1,2,q ee,1,1,1,1,1
hawkeyes,491377,8,7,1,4,h aw key es,0,1,0,1,0
komentarz,21763,9,9,0,4,k oment ar z,1,1,1,0,0
portero,49265,7,5,2,2,port ero,0,1,1,0,0
cleomenes,39050,9,7,2,3,cle omen es,0,1,0,0,0
ridisc,38500,6,5,1,2,rid isc,0,1,0,1,0
wttorney,40334,8,7,1,3,w tt orney,1,1,0,0,0
googels,43830,7,5,2,2,goog els,0,1,0,1,0
serenade,745115,8,6,2,2,ser enade,0,1,0,0,0
fatgirls,15139,8,8,0,2,fat girls,1,1,1,0,0
horseguards,58113,11,9,2,2,horse guards,0,1,0,1,0
morpyeus,42772,8,8,0,3,mor py eus,1,1,0,1,0
racehorse,182168,9,7,2,2,race horse,0,1,0,0,0
doka,22172,4,4,0,2,d oka,1,1,1,0,0
senecio,88254,7,6,1,3,sen ec io,0,1,1,0,1
sing,11114001,4,4,0,1,sing,1,1,1,0,0
piper,3346631,5,4,1,2,p iper,1,1,0,0,0
denitrifying,19174,12,9,3,3,den itr ifying,0,1,0,0,0
sumus,35175,5,3,2,2,sum us,0,1,0,0,0
setautoscrolls,13948,14,9,5,4,set autos croll s,0,0,0,0,0
notecard,148857,8,8,0,3,not ec ard,1,1,1,0,0
burwood,232891,7,6,1,2,bur wood,0,1,0,1,0
joffre,50944,6,5,1,3,j off re,1,1,0,0,0
specialising,1559090,12,9,3,2,special ising,0,0,0,0,0
wwwkazaa,43720,8,4,4,4,www k az aa,0,1,0,0,0
montefeltro,19419,11,8,3,4,mont ef elt ro,0,1,0,0,0
miracles,2411472,8,8,0,2,mir acles,1,1,1,0,0
briggsville,23306,11,8,3,3,br igg sville,0,1,0,0,0
wigs,2561086,4,4,0,2,w igs,1,1,1,0,0
iata,719797,4,3,1,2,i ata,1,1,0,1,1
asao,13719,4,3,1,2,as ao,0,1,0,1,0
lemmas,259859,6,5,1,2,lem mas,0,1,0,0,0
lissitzky,19561,9,7,2,4,l iss itz ky,0,1,1,0,1
openwave,155681,8,7,1,2,open wave,0,1,0,1,1
allingham,61077,9,7,2,2,alling ham,0,0,0,0,1
eastenders,360132,10,7,3,2,east enders,0,0,0,0,0
ymarfer,54013,7,6,1,3,ym ar fer,0,1,0,0,0
techology,71834,9,8,1,2,tech ology,1,1,0,0,0
bsme,41071,4,4,0,2,bs me,1,1,1,1,1
homeseasonal,17294,12,8,4,4,hom ese ason al,0,1,0,0,0
annotator,91788,9,5,4,2,annot ator,0,0,0,0,0
declination,531042,11,9,2,2,decl ination,1,1,0,0,0
multipoles,24346,10,9,1,3,mult ipo les,0,1,0,0,0
patmatch,29984,8,6,2,2,pat match,0,1,0,0,0
tvac,26060,4,4,0,2,tv ac,1,1,1,1,1
stutzer,14918,7,6,1,2,st utzer,0,0,0,1,1
sioned,37822,6,6,0,2,s ioned,1,1,0,0,1
braulio,31026,7,7,0,3,bra ul io,1,1,1,0,1
pmsf,40339,4,4,0,3,p ms f,1,1,1,1,1
helmstedt,13235,9,7,2,3,helm sted t,0,1,0,0,0
fater,19051,5,5,0,2,f ater,1,1,1,0,1
christiaan,130098,10,8,2,3,christ ia an,1,0,1,0,0
noframes,69637,8,8,0,2,nof rames,1,1,1,1,0
abnett,19925,6,5,1,2,ab nett,0,1,0,0,0
horlock,17204,7,6,1,2,hor lock,0,0,0,0,1
presentational,138421,14,10,4,2,present ational,0,0,0,0,0
jkd,68267,3,3,0,2,j kd,1,1,1,1,0
treece,48708,6,4,2,2,tree ce,0,1,0,0,0
tokyopop,194837,8,5,3,4,tok y op op,0,0,0,0,0
linuxlogo,16063,9,7,2,2,linux logo,0,0,0,0,0
abana,27885,5,3,2,2,ab ana,1,1,0,0,0
bhakti,230490,6,6,0,3,bh akt i,1,1,1,0,1
bonnyville,63482,10,8,2,3,bon ny ville,0,1,0,0,0
derxw,13507,5,5,0,3,der x w,1,1,1,1,1
prostitutas,22862,11,8,3,3,pro stit utas,0,0,0,0,0
sayadaw,42132,7,5,2,3,say ad aw,0,1,0,0,0
resonated,137321,9,8,1,3,res on ated,1,1,0,1,0
qq,1998977,2,1,1,1,qq,1,1,1,1,0
bailieboro,22501,10,7,3,4,b ail ie boro,0,0,0,0,0
elva,153407,4,4,0,2,el va,1,1,1,1,1
jupiterresearch,515081,15,11,4,3,j upiter research,0,0,0,0,0
rpd,158736,3,3,0,2,r pd,1,1,1,1,1
siloam,238555,6,6,0,3,s ilo am,1,1,1,0,1
mathematisch,26071,12,8,4,3,math em atisch,0,1,0,0,0
websitemap,19739,10,9,1,2,webs itemap,0,0,0,1,0
domdocumenttype,21689,15,10,5,3,dom document type,0,0,0,0,0
ungheria,17406,8,8,0,3,un gh eria,1,1,1,0,1
peachey,71129,7,6,1,3,pe ach ey,1,1,1,1,1
shultz,302113,6,6,0,2,sh ultz,1,1,1,1,1
sans,6439653,4,3,1,1,sans,1,1,0,0,0
tacna,35309,5,4,1,3,t ac na,1,1,0,1,0
forfend,12724,7,6,1,3,for f end,1,1,0,1,0
garant,59433,6,5,1,2,gar ant,1,1,0,0,0
matr,46608,4,4,0,2,mat r,1,1,1,1,0
wwwancestry,31215,11,9,2,3,www ance stry,1,1,0,0,0
haugan,37368,6,5,1,3,ha ug an,1,1,0,1,0
interealty,13829,10,8,2,3,int ere alty,0,1,0,0,0
cambodge,42283,8,8,0,3,c amb odge,1,1,1,0,1
thelonius,39993,9,9,0,3,th elon ius,1,1,0,0,1
tapwave,262382,7,6,1,2,tap wave,0,1,0,0,0
rlss,15512,4,3,1,2,rl ss,0,1,0,0,0
produtora,56567,9,7,2,3,prod utor a,0,0,0,0,0
chugga,23304,6,5,1,3,ch ugg a,1,1,0,0,0
maliki,28418,6,5,1,2,mal iki,1,1,0,0,0
linksys,4497734,7,6,1,2,link sys,1,1,0,1,0
semans,13441,6,5,1,2,sem ans,0,1,0,0,0
slean,29559,5,5,0,2,s lean,1,1,1,1,1
scopes,2079413,6,5,1,1,scopes,0,1,0,0,0
capitate,17766,8,6,2,2,cap itate,1,1,0,0,0
pmo,297554,3,3,0,2,pm o,1,1,1,1,1
unfasten,19945,8,7,1,3,un fast en,1,1,0,0,0
idled,77146,5,4,1,2,id led,0,1,0,0,1
limodou,22193,7,6,1,3,lim od ou,1,1,1,0,0
addressee,513417,9,5,4,3,add res see,0,0,0,0,0
curtails,33804,8,8,0,2,cur tails,1,1,1,1,0
maxlite,17335,7,7,0,2,max lite,1,1,1,0,1
urlid,191262,5,5,0,2,url id,1,1,1,1,1
xtree,16416,5,4,1,2,xt ree,1,1,0,1,1
cynosure,59288,8,8,0,3,c ynos ure,1,1,1,0,1
studioworks,117518,11,9,2,4,st udi ow orks,0,0,0,0,0
menuconfig,72968,10,9,1,2,menu config,0,0,0,0,0
irreverence,84544,11,6,5,4,ir re ver ence,0,1,0,0,0
dsdl,31187,4,3,1,2,ds dl,0,1,0,0,0
exhibi,32595,6,5,1,3,ex hib i,1,1,0,0,0
urriculum,20012,9,6,3,2,ur riculum,0,0,0,0,0
olie,147824,4,4,0,1,olie,1,1,1,0,0
knurling,13037,8,7,1,3,kn url ing,1,1,0,1,0
babri,44524,5,4,1,2,bab ri,1,1,0,0,1
lightmeters,17985,11,9,2,3,light m eters,0,1,0,0,0
stlport,88626,7,6,1,3,st l port,0,1,0,0,1
chemotherapies,15160,14,11,3,4,chem other ap ies,0,1,0,0,0
lssp,19506,4,3,1,2,l ssp,1,1,1,1,0
lanchester,121128,10,9,1,3,l anch ester,0,1,0,0,0
sassafras,256493,9,4,5,4,s assa fr as,0,1,0,0,0
memorab,61286,7,6,1,3,mem or ab,0,0,0,0,0
kwijt,13398,5,5,0,3,kw ij t,1,1,1,1,0
coreference,39730,11,6,5,2,core ference,0,0,0,0,0
crashdump,13218,9,9,0,3,cr ash dump,1,1,1,1,0
constituer,14516,10,9,1,3,const it uer,0,1,0,0,0
piatigorsky,14815,11,10,1,5,pi at ig ors ky,0,1,0,1,1
adjusters,503362,9,8,1,2,adjust ers,1,1,0,0,0
alarming,1245253,8,7,1,2,al arming,1,1,0,0,0
readmefirst,40208,11,9,2,4,read m ef irst,0,1,0,0,1
wbw,36781,3,2,1,2,wb w,1,1,1,0,0
mullion,80528,7,6,1,3,m ull ion,1,1,1,1,1
myoclonic,50538,9,7,2,4,my oc lon ic,0,0,0,0,0
fogies,24927,6,6,0,3,f og ies,1,1,1,0,0
nkr,60508,3,3,0,2,n kr,1,1,1,1,1
deoxyribonucleases,37499,18,14,4,6,de oxy rib on ucle ases,0,0,0,0,0
classnotfoundexception,61182,22,14,8,4,class not found exception,0,0,0,0,0
matamoras,57555,9,6,3,3,mat am oras,0,0,0,0,0
hanzkie,13926,7,7,0,3,han z kie,1,1,1,1,1
geotracker,25927,10,8,2,3,ge otr acker,0,1,0,0,0
artesian,205119,8,7,1,2,art esian,1,1,0,0,0
paedo,13592,5,5,0,2,pa edo,1,1,1,0,1
sobbed,174690,6,5,1,3,s ob bed,1,1,0,0,0
steenkamp,25329,9,8,1,3,ste enk amp,1,1,0,0,0
icers,39847,5,5,0,1,icers,1,1,1,0,0
fago,307350,4,4,0,2,f ago,1,1,1,1,1
bignaturals,580034,11,10,1,4,b ign atur als,0,1,0,0,0
collura,24429,7,6,1,2,coll ura,1,1,0,0,0
siblings,2446697,8,6,2,1,siblings,0,0,0,1,0
genres,8694858,6,5,1,1,genres,1,1,0,1,0
advocated,1207217,9,7,2,3,adv oc ated,0,1,0,0,0
mondaq,31428,6,6,0,2,mon daq,0,1,1,1,0
ischial,15868,7,6,1,2,isch ial,0,1,0,0,0
zofilia,19325,7,6,1,3,z of ilia,0,1,0,1,0
preferably,3906858,10,8,2,2,prefer ably,1,1,0,0,0
shoptalk,105060,8,8,0,3,sh opt alk,1,1,1,1,0
ixth,16666,4,4,0,2,ix th,1,1,1,1,0
adventuresome,60063,13,11,2,4,ad vent ures ome,0,1,0,0,0
bartlow,16120,7,7,0,2,bart low,1,1,1,0,1
airshows,75207,8,7,1,2,air shows,1,1,0,0,0
nutricology,80654,11,10,1,3,nut ric ology,0,1,0,0,0
gardel,51195,6,6,0,2,gard el,1,1,1,1,0
cookwarecookware,28148,16,7,9,4,cook ware cook ware,0,0,0,0,0
findnext,18674,8,7,1,2,find next,1,1,0,1,0
meilen,50168,6,5,1,2,me ilen,0,1,0,1,0
fulldisclosure,24386,14,10,4,4,ful ld isc losure,0,0,0,0,0
allentown,1551378,9,7,2,3,all ent own,0,1,0,0,0
wargasm,15700,7,6,1,3,w arg asm,1,1,0,0,0
numberline,69655,10,8,2,2,number line,0,0,0,0,0
encina,72381,6,5,1,2,enc ina,1,1,0,0,0
konkoly,15861,7,5,2,3,kon k oly,0,0,0,0,0
burden,9722173,6,6,0,2,bur den,1,1,1,1,1
kovno,18655,5,4,1,2,kov no,1,1,0,1,1
mangusta,31405,8,7,1,3,m ang usta,1,1,0,1,0
mozza,13922,5,4,1,2,moz za,1,1,0,0,0
zxw,14257,3,3,0,2,zx w,1,1,1,1,0
toxickemail,12834,11,10,1,4,to x ick email,0,0,0,0,0
capsizes,24495,8,7,1,2,caps izes,1,1,0,0,0
directnet,12852,9,7,2,2,direct net,0,1,0,0,0
ganden,17782,6,5,1,2,g anden,1,1,0,1,1
radissonhotel,95431,13,11,2,3,rad isson hotel,0,0,0,0,0
brone,20252,5,5,0,2,br one,1,1,1,1,1
amplifies,193624,9,8,1,3,am pl ifies,0,1,0,1,0
marrero,200470,7,5,2,3,m arr ero,0,1,0,0,0
contacto,605688,8,5,3,2,contact o,0,0,0,0,0
brows,409717,5,5,0,2,b rows,1,1,1,0,0
goggle,837713,6,4,2,2,g oggle,0,0,0,0,0
wwworangecouk,43690,13,10,3,5,www orang ec ou k,0,1,0,1,0
fortec,91869,6,6,0,2,fort ec,1,1,1,1,0
steinmann,50157,9,7,2,2,stein mann,0,1,0,0,0
decoctions,23153,10,8,2,3,de co ctions,1,1,0,0,0
ojha,22589,4,4,0,2,oj ha,1,1,1,1,1
klustrix,14816,8,8,0,3,kl ust rix,1,1,1,1,1
swings,2245409,6,5,1,2,sw ings,1,1,0,0,0
nandina,19512,7,4,3,3,n and ina,0,0,0,0,0
teammate,671936,8,4,4,3,te amm ate,1,0,0,0,0
reimbursement,4904547,13,9,4,3,re im bursement,0,0,0,0,0
dissimulation,37551,13,10,3,3,d iss imulation,0,0,0,0,0
rentable,98840,8,7,1,2,rent able,1,1,0,1,0
sujoy,21443,5,5,0,2,su joy,1,1,1,1,1
maran,230201,5,4,1,2,mar an,1,1,0,0,0
outdoorsgarden,51886,14,10,4,4,out doors g arden,0,0,0,0,0
mineralized,122985,11,9,2,3,min eral ized,0,0,0,0,0
workshops,16759938,9,7,2,2,work shops,0,0,0,0,0
asiaticos,25863,9,6,3,3,asi atic os,0,0,0,0,0
cox,9503104,3,3,0,1,cox,1,1,1,0,1
windres,38047,7,7,0,2,wind res,1,1,1,1,1
berghe,35724,6,5,1,2,berg he,1,1,0,0,1
ifo,271197,3,3,0,1,ifo,1,1,1,1,0
ennyah,22285,6,5,1,2,enny ah,1,1,1,0,0
caerphilly,361213,10,9,1,4,ca er ph illy,0,1,0,0,0
mutilates,17176,9,8,1,3,m util ates,0,1,0,0,0
ponytails,48321,9,9,0,3,pon yt ails,1,1,0,0,0
washio,14382,6,6,0,2,wash io,1,1,1,1,0
quebecers,83588,9,7,2,3,que bec ers,0,1,0,0,0
shahnameh,21071,9,6,3,4,sh ah name h,0,0,0,1,0
aynaoui,21390,7,6,1,3,ay na oui,1,0,0,1,1
grantsburg,63548,10,8,2,3,gr ants burg,0,1,0,0,0
newsfeeds,905692,9,6,3,2,news feeds,0,0,0,0,0
aops,169883,4,4,0,2,a ops,1,1,1,1,1
acessar,58551,7,5,2,3,ac ess ar,0,1,0,0,0
zebra,2902469,5,5,0,2,ze bra,1,1,1,0,0
neater,94914,6,5,1,2,ne ater,1,1,0,1,1
lwow,14370,4,3,1,2,lw ow,1,1,0,0,1
tecn,40934,4,4,0,2,te cn,1,1,1,0,0
schizo,94266,6,6,0,2,sch izo,1,1,0,1,0
amigaos,94062,7,6,1,3,am iga os,1,1,0,0,1
cmp,3574611,3,3,0,1,cmp,1,1,0,0,0
littlepage,24886,10,7,3,2,little page,0,1,0,0,0
deceiver,143370,8,6,2,2,de ceiver,1,1,0,1,0
enzymedica,33279,10,9,1,4,enz ym ed ica,1,1,1,0,1
impatica,15942,8,6,2,2,imp atica,0,1,0,0,0
golgel,25677,6,4,2,3,g ol gel,1,1,0,0,0
benedicta,40116,9,8,1,4,b ened ict a,0,0,1,1,1
illustrating,1235806,12,9,3,2,illustr ating,0,1,0,0,0
vielen,159103,6,5,1,2,vi elen,0,1,0,0,0
vppon,62889,5,4,1,3,v pp on,1,1,0,1,0
accountings,24035,11,9,2,2,account ings,0,1,0,0,0
heinke,15152,6,5,1,2,he inke,1,1,0,1,1
stateside,294602,9,6,3,2,states ide,0,0,0,0,0
downfield,76861,9,8,1,2,down field,0,1,0,0,0
openminded,33118,10,7,3,3,open m inded,0,0,0,0,0
guad,21711,4,4,0,2,gu ad,1,1,1,0,0
belcourt,80704,8,8,0,2,bel court,1,1,0,1,0
watermilfoil,30851,12,10,2,3,water mil foil,0,1,0,0,0
prostituieren,65244,13,9,4,4,pro stit u ieren,0,1,0,0,0
bluestem,88255,8,7,1,3,bl uest em,0,1,1,0,0
ankara,1335650,6,4,2,2,ank ara,1,1,0,0,0
planisphere,26676,11,9,2,2,plan isphere,0,0,0,0,0
rangeley,81529,8,7,1,2,range ley,0,1,0,0,0
godawful,37436,8,8,0,3,god aw ful,0,1,1,0,0
glogg,52283,5,3,2,2,g logg,1,1,0,0,0
choices,19552069,7,6,1,1,choices,0,0,0,0,0
shorrock,25485,8,6,2,3,sh or rock,0,1,1,0,0
rathmines,78454,9,9,0,4,r ath min es,0,1,1,0,0
mindstorm,25738,9,8,1,2,mind storm,0,1,0,0,0
elle,2245279,4,2,2,1,elle,1,1,0,0,0
molis,15585,5,5,0,2,mol is,1,1,1,1,1
nogent,29223,6,5,1,3,n og ent,1,1,0,0,0
ximian,373165,6,5,1,3,x im ian,0,1,1,1,0
voorbehouden,51262,12,9,3,3,voor beh ouden,0,0,0,0,0
groundworks,26789,11,9,2,2,ground works,0,1,0,0,1
sourcesafe,209620,10,8,2,2,sources afe,0,1,0,0,0
kongress,62997,8,7,1,3,k ong ress,1,1,0,0,0
